t,DOY,hour,air_temperature,PARi,soil_temperature,humidity,ambient_CO2,Wind,SRWC,PARi
503,7,11,13,101,10,0.75,400,3,80,535.650794
504,7,12,13,179.5555556,10,0.75,400,3,80,649.476191
505,7,13,13,101,10,0.75,400,3,80,795.968254
506,7,14,13,123.4444444,10,0.75,400,3,80,635.650793
507,7,15,13,168.3333333,10,0.75,400,3,80,529.4444444
508,7,16,13,78.55555556,10,0.75,400,3,80,379.3492063
509,7,17,13,0,10,0.75,400,3,80,148.4920635
510,7,18,13,0,10,0.75,400,3,80,52.9047619
511,7,19,13,0,10,0.75,400,3,80,0
512,7,20,7,0,10,0.75,400,3,80,0
513,7,21,7,0,10,0.75,400,3,80,0
514,7,22,7,0,10,0.75,400,3,80,0
515,7,23,7,0,10,0.75,400,3,80,0
516,7,24,7,0,10,0.75,400,3,80,0
517,8,1,7,0,10,0.75,400,3,80,0
518,8,2,7,0,10,0.75,400,3,80,0
519,8,3,7,0,10,0.75,400,3,80,0
520,8,4,7,0,10,0.75,400,3,80,0
521,8,5,7,0,10,0.75,400,3,80,0
522,8,6,7,0,10,0.75,400,3,80,3.206349206
523,8,7,13,0,10,0.75,400,3,80,81.76190476
524,8,8,13,0,10,0.75,400,3,80,138.2698413
525,8,9,13,145.8888889,10,0.75,400,3,80,338.6666667
526,8,10,13,202,10,0.75,400,3,80,474.3333333
527,8,11,13,460.1111111,10,0.75,400,3,80,535.650794
528,8,12,13,258.1111111,10,0.75,400,3,80,649.476191
529,8,13,13,303,10,0.75,400,3,80,795.968254
530,8,14,13,258.1111111,10,0.75,400,3,80,635.650793
531,8,15,13,101,10,0.75,400,3,80,529.4444444
532,8,16,13,33.66666667,10,0.75,400,3,80,379.3492063
533,8,17,13,0,10,0.75,400,3,80,148.4920635
534,8,18,13,0,10,0.75,400,3,80,52.9047619
535,8,19,13,0,10,0.75,400,3,80,0
536,8,20,7,0,10,0.75,400,3,80,0
537,8,21,7,0,10,0.75,400,3,80,0
538,8,22,7,0,10,0.75,400,3,80,0
539,8,23,7,0,10,0.75,400,3,80,0
540,8,24,7,0,10,0.75,400,3,80,0
541,9,1,7,0,10,0.75,400,3,80,0
542,9,2,7,0,10,0.75,400,3,80,0
543,9,3,7,0,10,0.75,400,3,80,0
544,9,4,7,0,10,0.75,400,3,80,0
545,9,5,7,0,10,0.75,400,3,80,0
546,9,6,7,0,10,0.75,400,3,80,3.206349206
547,9,7,13,0,10,0.75,400,3,80,81.76190476
548,9,8,13,0,10,0.75,400,3,80,138.2698413
549,9,9,13,78.55555556,10,0.75,400,3,80,338.6666667
550,9,10,13,112.2222222,10,0.75,400,3,80,474.3333333
551,9,11,13,224.4444444,10,0.75,400,3,80,535.650794
552,9,12,13,303,10,0.75,400,3,80,649.476191
553,9,13,13,381.5555556,10,0.75,400,3,80,795.968254
554,9,14,13,269.3333333,10,0.75,400,3,80,635.650793
555,9,15,13,258.1111111,10,0.75,400,3,80,529.4444444
556,9,16,13,56.11111111,10,0.75,400,3,80,379.3492063
557,9,17,13,0,10,0.75,400,3,80,148.4920635
558,9,18,13,0,10,0.75,400,3,80,52.9047619
559,9,19,13,0,10,0.75,400,3,80,0
560,9,20,7,0,10,0.75,400,3,80,0
561,9,21,7,0,10,0.75,400,3,80,0
562,9,22,7,0,10,0.75,400,3,80,0
563,9,23,7,0,10,0.75,400,3,80,0
564,9,24,7,0,10,0.75,400,3,80,0
565,10,1,7,0,10,0.75,400,3,80,0
566,10,2,7,0,10,0.75,400,3,80,0
567,10,3,7,0,10,0.75,400,3,80,0
568,10,4,7,0,10,0.75,400,3,80,0
569,10,5,7,0,10,0.75,400,3,80,0
570,10,6,7,0,10,0.75,400,3,80,3.206349206
571,10,7,13,0,10,0.75,400,3,80,81.76190476
572,10,8,13,0,10,0.75,400,3,80,138.2698413
573,10,9,13,56.11111111,10,0.75,400,3,80,338.6666667
574,10,10,13,101,10,0.75,400,3,80,474.3333333
575,10,11,13,112.2222222,10,0.75,400,3,80,535.650794
576,10,12,13,190.7777778,10,0.75,400,3,80,649.476191
577,10,13,13,258.1111111,10,0.75,400,3,80,795.968254
578,10,14,13,213.2222222,10,0.75,400,3,80,635.650793
579,10,15,13,190.7777778,10,0.75,400,3,80,529.4444444
580,10,16,13,56.11111111,10,0.75,400,3,80,379.3492063
581,10,17,13,0,10,0.75,400,3,80,148.4920635
582,10,18,13,0,10,0.75,400,3,80,52.9047619
583,10,19,13,0,10,0.75,400,3,80,0
584,10,20,7,0,10,0.75,400,3,80,0
585,10,21,7,0,10,0.75,400,3,80,0
586,10,22,7,0,10,0.75,400,3,80,0
587,10,23,7,0,10,0.75,400,3,80,0
588,10,24,7,0,10,0.75,400,3,80,0
589,11,1,7,0,10,0.75,400,3,80,0
590,11,2,7,0,10,0.75,400,3,80,0
591,11,3,7,0,10,0.75,400,3,80,0
592,11,4,7,0,10,0.75,400,3,80,0
593,11,5,7,0,10,0.75,400,3,80,0
594,11,6,7,0,10,0.75,400,3,80,3.206349206
595,11,7,13,0,10,0.75,400,3,80,81.76190476
596,11,8,13,0,10,0.75,400,3,80,138.2698413
597,11,9,13,78.55555556,10,0.75,400,3,80,338.6666667
598,11,10,13,213.2222222,10,0.75,400,3,80,474.3333333
599,11,11,13,314.2222222,10,0.75,400,3,80,535.650794
600,11,12,13,370.3333333,10,0.75,400,3,80,649.476191
601,11,13,13,437.6666667,10,0.75,400,3,80,795.968254
602,11,14,13,280.5555556,10,0.75,400,3,80,635.650793
603,11,15,13,235.6666667,10,0.75,400,3,80,529.4444444
604,11,16,13,134.6666667,10,0.75,400,3,80,379.3492063
605,11,17,13,0,10,0.75,400,3,80,148.4920635
606,11,18,13,0,10,0.75,400,3,80,52.9047619
607,11,19,13,0,10,0.75,400,3,80,0
608,11,20,7,0,10,0.75,400,3,80,0
609,11,21,7,0,10,0.75,400,3,80,0
610,11,22,7,0,10,0.75,400,3,80,0
611,11,23,7,0,10,0.75,400,3,80,0
612,11,24,7,0,10,0.75,400,3,80,0
613,12,1,7,0,10,0.75,400,3,80,0
614,12,2,7,0,10,0.75,400,3,80,0
615,12,3,7,0,10,0.75,400,3,80,0
616,12,4,7,0,10,0.75,400,3,80,0
617,12,5,7,0,10,0.75,400,3,80,0
618,12,6,7,0,10,0.75,400,3,80,3.206349206
619,12,7,13,0,10,0.75,400,3,80,81.76190476
620,12,8,13,22.44444444,10,0.75,400,3,80,138.2698413
621,12,9,13,157.1111111,10,0.75,400,3,80,338.6666667
622,12,10,13,145.8888889,10,0.75,400,3,80,474.3333333
623,12,11,13,168.3333333,10,0.75,400,3,80,535.650794
624,12,12,13,190.7777778,10,0.75,400,3,80,649.476191
625,12,13,13,224.4444444,10,0.75,400,3,80,795.968254
626,12,14,13,168.3333333,10,0.75,400,3,80,635.650793
627,12,15,13,123.4444444,10,0.75,400,3,80,529.4444444
628,12,16,13,33.66666667,10,0.75,400,3,80,379.3492063
629,12,17,13,0,10,0.75,400,3,80,148.4920635
630,12,18,13,0,10,0.75,400,3,80,52.9047619
631,12,19,13,0,10,0.75,400,3,80,0
632,12,20,7,0,10,0.75,400,3,80,0
633,12,21,7,0,10,0.75,400,3,80,0
634,12,22,7,0,10,0.75,400,3,80,0
635,12,23,7,0,10,0.75,400,3,80,0
636,12,24,7,0,10,0.75,400,3,80,0
637,13,1,7,0,10,0.75,400,3,80,0
638,13,2,7,0,10,0.75,400,3,80,0
639,13,3,7,0,10,0.75,400,3,80,0
640,13,4,7,0,10,0.75,400,3,80,0
641,13,5,7,0,10,0.75,400,3,80,0
642,13,6,7,0,10,0.75,400,3,80,3.206349206
643,13,7,13,0,10,0.75,400,3,80,81.76190476
644,13,8,13,0,10,0.75,400,3,80,138.2698413
645,13,9,13,179.5555556,10,0.75,400,3,80,338.6666667
646,13,10,13,235.6666667,10,0.75,400,3,80,474.3333333
647,13,11,13,549.8888889,10,0.75,400,3,80,535.650794
648,13,12,13,258.1111111,10,0.75,400,3,80,649.476191
649,13,13,13,516.2222222,10,0.75,400,3,80,795.968254
650,13,14,13,370.3333333,10,0.75,400,3,80,635.650793
651,13,15,13,134.6666667,10,0.75,400,3,80,529.4444444
652,13,16,13,33.66666667,10,0.75,400,3,80,379.3492063
653,13,17,13,0,10,0.75,400,3,80,148.4920635
654,13,18,13,0,10,0.75,400,3,80,52.9047619
655,13,19,13,0,10,0.75,400,3,80,0
656,13,20,7,0,10,0.75,400,3,80,0
657,13,21,7,0,10,0.75,400,3,80,0
658,13,22,7,0,10,0.75,400,3,80,0
659,13,23,7,0,10,0.75,400,3,80,0
660,13,24,7,0,10,0.75,400,3,80,0
661,14,1,7,0,10,0.75,400,3,80,0
662,14,2,7,0,10,0.75,400,3,80,0
663,14,3,7,0,10,0.75,400,3,80,0
664,14,4,7,0,10,0.75,400,3,80,0
665,14,5,7,0,10,0.75,400,3,80,0
666,14,6,7,0,10,0.75,400,3,80,3.206349206
667,14,7,13,0,10,0.75,400,3,80,81.76190476
668,14,8,13,0,10,0.75,400,3,80,138.2698413
669,14,9,13,123.4444444,10,0.75,400,3,80,338.6666667
670,14,10,13,392.7777778,10,0.75,400,3,80,474.3333333
671,14,11,13,572.3333333,10,0.75,400,3,80,535.650794
672,14,12,13,460.1111111,10,0.75,400,3,80,649.476191
673,14,13,13,527.4444444,10,0.75,400,3,80,795.968254
674,14,14,13,516.2222222,10,0.75,400,3,80,635.650793
675,14,15,13,224.4444444,10,0.75,400,3,80,529.4444444
676,14,16,13,134.6666667,10,0.75,400,3,80,379.3492063
677,14,17,13,11.22222222,10,0.75,400,3,80,148.4920635
678,14,18,13,0,10,0.75,400,3,80,52.9047619
679,14,19,13,0,10,0.75,400,3,80,0
680,14,20,7,0,10,0.75,400,3,80,0
681,14,21,7,0,10,0.75,400,3,80,0
682,14,22,7,0,10,0.75,400,3,80,0
683,14,23,7,0,10,0.75,400,3,80,0
684,14,24,7,0,10,0.75,400,3,80,0
685,15,1,7,0,10,0.75,400,3,80,0
686,15,2,7,0,10,0.75,400,3,80,0
687,15,3,7,0,10,0.75,400,3,80,0
688,15,4,7,0,10,0.75,400,3,80,0
689,15,5,7,0,10,0.75,400,3,80,0
690,15,6,7,0,10,0.75,400,3,80,3.206349206
691,15,7,13,0,10,0.75,400,3,80,81.76190476
692,15,8,13,11.22222222,10,0.75,400,3,80,138.2698413
693,15,9,13,112.2222222,10,0.75,400,3,80,338.6666667
694,15,10,13,303,10,0.75,400,3,80,474.3333333
695,15,11,13,460.1111111,10,0.75,400,3,80,535.650794
696,15,12,13,561.1111111,10,0.75,400,3,80,649.476191
697,15,13,13,482.5555556,10,0.75,400,3,80,795.968254
698,15,14,13,415.2222222,10,0.75,400,3,80,635.650793
699,15,15,13,280.5555556,10,0.75,400,3,80,529.4444444
700,15,16,13,67.33333333,10,0.75,400,3,80,379.3492063
701,15,17,13,11.22222222,10,0.75,400,3,80,148.4920635
702,15,18,13,0,10,0.75,400,3,80,52.9047619
703,15,19,13,0,10,0.75,400,3,80,0
704,15,20,7,0,10,0.75,400,3,80,0
705,15,21,7,0,10,0.75,400,3,80,0
706,15,22,7,0,10,0.75,400,3,80,0
707,15,23,7,0,10,0.75,400,3,80,0
708,15,24,7,0,10,0.75,400,3,80,0
709,16,1,7,0,10,0.75,400,3,80,0
710,16,2,7,0,10,0.75,400,3,80,0
711,16,3,7,0,10,0.75,400,3,80,0
712,16,4,7,0,10,0.75,400,3,80,0
713,16,5,7,0,10,0.75,400,3,80,0
714,16,6,7,0,10,0.75,400,3,80,3.206349206
715,16,7,13,0,10,0.75,400,3,80,81.76190476
716,16,8,13,0,10,0.75,400,3,80,138.2698413
717,16,9,13,33.66666667,10,0.75,400,3,80,338.6666667
718,16,10,13,89.77777778,10,0.75,400,3,80,474.3333333
719,16,11,13,157.1111111,10,0.75,400,3,80,535.650794
720,16,12,13,280.5555556,10,0.75,400,3,80,649.476191
721,16,13,13,179.5555556,10,0.75,400,3,80,795.968254
722,16,14,13,78.55555556,10,0.75,400,3,80,635.650793
723,16,15,13,67.33333333,10,0.75,400,3,80,529.4444444
724,16,16,13,33.66666667,10,0.75,400,3,80,379.3492063
725,16,17,13,0,10,0.75,400,3,80,148.4920635
726,16,18,13,0,10,0.75,400,3,80,52.9047619
727,16,19,13,0,10,0.75,400,3,80,0
728,16,20,7,0,10,0.75,400,3,80,0
729,16,21,7,0,10,0.75,400,3,80,0
730,16,22,7,0,10,0.75,400,3,80,0
731,16,23,7,0,10,0.75,400,3,80,0
732,16,24,7,0,10,0.75,400,3,80,0
733,17,1,7,0,10,0.75,400,3,80,0
734,17,2,7,0,10,0.75,400,3,80,0
735,17,3,7,0,10,0.75,400,3,80,0
736,17,4,7,0,10,0.75,400,3,80,0
737,17,5,7,0,10,0.75,400,3,80,0
738,17,6,7,0,10,0.75,400,3,80,3.206349206
739,17,7,13,0,10,0.75,400,3,80,81.76190476
740,17,8,13,0,10,0.75,400,3,80,138.2698413
741,17,9,13,22.44444444,10,0.75,400,3,80,338.6666667
742,17,10,13,67.33333333,10,0.75,400,3,80,474.3333333
743,17,11,13,157.1111111,10,0.75,400,3,80,535.650794
744,17,12,13,157.1111111,10,0.75,400,3,80,649.476191
745,17,13,13,291.7777778,10,0.75,400,3,80,795.968254
746,17,14,13,314.2222222,10,0.75,400,3,80,635.650793
747,17,15,13,179.5555556,10,0.75,400,3,80,529.4444444
748,17,16,13,67.33333333,10,0.75,400,3,80,379.3492063
749,17,17,13,11.22222222,10,0.75,400,3,80,148.4920635
750,17,18,13,0,10,0.75,400,3,80,52.9047619
751,17,19,13,0,10,0.75,400,3,80,0
752,17,20,7,0,10,0.75,400,3,80,0
753,17,21,7,0,10,0.75,400,3,80,0
754,17,22,7,0,10,0.75,400,3,80,0
755,17,23,7,0,10,0.75,400,3,80,0
756,17,24,7,0,10,0.75,400,3,80,0
757,18,1,7,0,10,0.75,400,3,80,0
758,18,2,7,0,10,0.75,400,3,80,0
759,18,3,7,0,10,0.75,400,3,80,0
760,18,4,7,0,10,0.75,400,3,80,0
761,18,5,7,0,10,0.75,400,3,80,0
762,18,6,7,0,10,0.75,400,3,80,3.206349206
763,18,7,13,0,10,0.75,400,3,80,81.76190476
764,18,8,13,11.22222222,10,0.75,400,3,80,138.2698413
765,18,9,13,269.3333333,10,0.75,400,3,80,338.6666667
766,18,10,13,448.8888889,10,0.75,400,3,80,474.3333333
767,18,11,13,606,10,0.75,400,3,80,535.650794
768,18,12,13,740.6666667,10,0.75,400,3,80,649.476191
769,18,13,13,729.4444444,10,0.75,400,3,80,795.968254
770,18,14,13,606,10,0.75,400,3,80,635.650793
771,18,15,13,381.5555556,10,0.75,400,3,80,529.4444444
772,18,16,13,101,10,0.75,400,3,80,379.3492063
773,18,17,13,0,10,0.75,400,3,80,148.4920635
774,18,18,13,0,10,0.75,400,3,80,52.9047619
775,18,19,13,0,10,0.75,400,3,80,0
776,18,20,7,0,10,0.75,400,3,80,0
777,18,21,7,0,10,0.75,400,3,80,0
778,18,22,7,0,10,0.75,400,3,80,0
779,18,23,7,0,10,0.75,400,3,80,0
780,18,24,7,0,10,0.75,400,3,80,0
781,19,1,7,0,10,0.75,400,3,80,0
782,19,2,7,0,10,0.75,400,3,80,0
783,19,3,7,0,10,0.75,400,3,80,0
784,19,4,7,0,10,0.75,400,3,80,0
785,19,5,7,0,10,0.75,400,3,80,0
786,19,6,7,0,10,0.75,400,3,80,3.206349206
787,19,7,13,0,10,0.75,400,3,80,81.76190476
788,19,8,13,11.22222222,10,0.75,400,3,80,138.2698413
789,19,9,13,123.4444444,10,0.75,400,3,80,338.6666667
790,19,10,13,145.8888889,10,0.75,400,3,80,474.3333333
791,19,11,13,280.5555556,10,0.75,400,3,80,535.650794
792,19,12,13,347.8888889,10,0.75,400,3,80,649.476191
793,19,13,13,426.4444444,10,0.75,400,3,80,795.968254
794,19,14,13,269.3333333,10,0.75,400,3,80,635.650793
795,19,15,13,157.1111111,10,0.75,400,3,80,529.4444444
796,19,16,13,67.33333333,10,0.75,400,3,80,379.3492063
797,19,17,13,0,10,0.75,400,3,80,148.4920635
798,19,18,13,0,10,0.75,400,3,80,52.9047619
799,19,19,13,0,10,0.75,400,3,80,0
800,19,20,7,0,10,0.75,400,3,80,0
801,19,21,7,0,10,0.75,400,3,80,0
802,19,22,7,0,10,0.75,400,3,80,0
803,19,23,7,0,10,0.75,400,3,80,0
804,19,24,7,0,10,0.75,400,3,80,0
805,20,1,7,0,10,0.75,400,3,80,0
806,20,2,7,0,10,0.75,400,3,80,0
807,20,3,7,0,10,0.75,400,3,80,0
808,20,4,7,0,10,0.75,400,3,80,0
809,20,5,7,0,10,0.75,400,3,80,0
810,20,6,7,0,10,0.75,400,3,80,3.206349206
811,20,7,13,0,10,0.75,400,3,80,81.76190476
812,20,8,13,11.22222222,10,0.75,400,3,80,138.2698413
813,20,9,13,67.33333333,10,0.75,400,3,80,338.6666667
814,20,10,13,123.4444444,10,0.75,400,3,80,474.3333333
815,20,11,13,258.1111111,10,0.75,400,3,80,535.650794
816,20,12,13,291.7777778,10,0.75,400,3,80,649.476191
817,20,13,13,303,10,0.75,400,3,80,795.968254
818,20,14,13,314.2222222,10,0.75,400,3,80,635.650793
819,20,15,13,179.5555556,10,0.75,400,3,80,529.4444444
820,20,16,13,44.88888889,10,0.75,400,3,80,379.3492063
821,20,17,13,0,10,0.75,400,3,80,148.4920635
822,20,18,13,0,10,0.75,400,3,80,52.9047619
823,20,19,13,0,10,0.75,400,3,80,0
824,20,20,7,0,10,0.75,400,3,80,0
825,20,21,7,0,10,0.75,400,3,80,0
826,20,22,7,0,10,0.75,400,3,80,0
827,20,23,7,0,10,0.75,400,3,80,0
828,20,24,7,0,10,0.75,400,3,80,0
829,21,1,7,0,10,0.75,400,3,80,0
830,21,2,7,0,10,0.75,400,3,80,0
831,21,3,7,0,10,0.75,400,3,80,0
832,21,4,7,0,10,0.75,400,3,80,0
833,21,5,7,0,10,0.75,400,3,80,0
834,21,6,7,0,10,0.75,400,3,80,3.206349206
835,21,7,13,0,10,0.75,400,3,80,81.76190476
836,21,8,13,0,10,0.75,400,3,80,138.2698413
837,21,9,13,78.55555556,10,0.75,400,3,80,338.6666667
838,21,10,13,101,10,0.75,400,3,80,474.3333333
839,21,11,13,134.6666667,10,0.75,400,3,80,535.650794
840,21,12,13,336.6666667,10,0.75,400,3,80,649.476191
841,21,13,13,448.8888889,10,0.75,400,3,80,795.968254
842,21,14,13,325.4444444,10,0.75,400,3,80,635.650793
843,21,15,13,202,10,0.75,400,3,80,529.4444444
844,21,16,13,67.33333333,10,0.75,400,3,80,379.3492063
845,21,17,13,11.22222222,10,0.75,400,3,80,148.4920635
846,21,18,13,0,10,0.75,400,3,80,52.9047619
847,21,19,13,0,10,0.75,400,3,80,0
848,21,20,7,0,10,0.75,400,3,80,0
849,21,21,7,0,10,0.75,400,3,80,0
850,21,22,7,0,10,0.75,400,3,80,0
851,21,23,7,0,10,0.75,400,3,80,0
852,21,24,7,0,10,0.75,400,3,80,0
853,22,1,7,0,10,0.75,400,3,80,0
854,22,2,7,0,10,0.75,400,3,80,0
855,22,3,7,0,10,0.75,400,3,80,0
856,22,4,7,0,10,0.75,400,3,80,0
857,22,5,7,0,10,0.75,400,3,80,0
858,22,6,7,0,10,0.75,400,3,80,3.206349206
859,22,7,13,0,10,0.75,400,3,80,81.76190476
860,22,8,13,0,10,0.75,400,3,80,138.2698413
861,22,9,13,78.55555556,10,0.75,400,3,80,338.6666667
862,22,10,13,134.6666667,10,0.75,400,3,80,474.3333333
863,22,11,13,123.4444444,10,0.75,400,3,80,535.650794
864,22,12,13,168.3333333,10,0.75,400,3,80,649.476191
865,22,13,13,213.2222222,10,0.75,400,3,80,795.968254
866,22,14,13,101,10,0.75,400,3,80,635.650793
867,22,15,13,78.55555556,10,0.75,400,3,80,529.4444444
868,22,16,13,44.88888889,10,0.75,400,3,80,379.3492063
869,22,17,13,0,10,0.75,400,3,80,148.4920635
870,22,18,13,0,10,0.75,400,3,80,52.9047619
871,22,19,13,0,10,0.75,400,3,80,0
872,22,20,7,0,10,0.75,400,3,80,0
873,22,21,7,0,10,0.75,400,3,80,0
874,22,22,7,0,10,0.75,400,3,80,0
875,22,23,7,0,10,0.75,400,3,80,0
876,22,24,7,0,10,0.75,400,3,80,0
877,23,1,7,0,10,0.75,400,3,80,0
878,23,2,7,0,10,0.75,400,3,80,0
879,23,3,7,0,10,0.75,400,3,80,0
880,23,4,7,0,10,0.75,400,3,80,0
881,23,5,7,0,10,0.75,400,3,80,0
882,23,6,7,0,10,0.75,400,3,80,3.206349206
883,23,7,13,0,10,0.75,400,3,80,81.76190476
884,23,8,13,11.22222222,10,0.75,400,3,80,138.2698413
885,23,9,13,78.55555556,10,0.75,400,3,80,338.6666667
886,23,10,13,157.1111111,10,0.75,400,3,80,474.3333333
887,23,11,13,370.3333333,10,0.75,400,3,80,535.650794
888,23,12,13,583.5555556,10,0.75,400,3,80,649.476191
889,23,13,13,448.8888889,10,0.75,400,3,80,795.968254
890,23,14,13,527.4444444,10,0.75,400,3,80,635.650793
891,23,15,13,392.7777778,10,0.75,400,3,80,529.4444444
892,23,16,13,101,10,0.75,400,3,80,379.3492063
893,23,17,13,11.22222222,10,0.75,400,3,80,148.4920635
894,23,18,13,0,10,0.75,400,3,80,52.9047619
895,23,19,13,0,10,0.75,400,3,80,0
896,23,20,7,0,10,0.75,400,3,80,0
897,23,21,7,0,10,0.75,400,3,80,0
898,23,22,7,0,10,0.75,400,3,80,0
899,23,23,7,0,10,0.75,400,3,80,0
900,23,24,7,0,10,0.75,400,3,80,0
901,24,1,7,0,10,0.75,400,3,80,0
902,24,2,7,0,10,0.75,400,3,80,0
903,24,3,7,0,10,0.75,400,3,80,0
904,24,4,7,0,10,0.75,400,3,80,0
905,24,5,7,0,10,0.75,400,3,80,0
906,24,6,7,0,10,0.75,400,3,80,3.206349206
907,24,7,13,0,10,0.75,400,3,80,81.76190476
908,24,8,13,0,10,0.75,400,3,80,138.2698413
909,24,9,13,22.44444444,10,0.75,400,3,80,338.6666667
910,24,10,13,56.11111111,10,0.75,400,3,80,474.3333333
911,24,11,13,112.2222222,10,0.75,400,3,80,535.650794
912,24,12,13,145.8888889,10,0.75,400,3,80,649.476191
913,24,13,13,157.1111111,10,0.75,400,3,80,795.968254
914,24,14,13,202,10,0.75,400,3,80,635.650793
915,24,15,13,123.4444444,10,0.75,400,3,80,529.4444444
916,24,16,13,44.88888889,10,0.75,400,3,80,379.3492063
917,24,17,13,11.22222222,10,0.75,400,3,80,148.4920635
918,24,18,13,0,10,0.75,400,3,80,52.9047619
919,24,19,13,0,10,0.75,400,3,80,0
920,24,20,7,0,10,0.75,400,3,80,0
921,24,21,7,0,10,0.75,400,3,80,0
922,24,22,7,0,10,0.75,400,3,80,0
923,24,23,7,0,10,0.75,400,3,80,0
924,24,24,7,0,10,0.75,400,3,80,0
925,25,1,7,0,10,0.75,400,3,80,0
926,25,2,7,0,10,0.75,400,3,80,0
927,25,3,7,0,10,0.75,400,3,80,0
928,25,4,7,0,10,0.75,400,3,80,0
929,25,5,7,0,10,0.75,400,3,80,0
930,25,6,7,0,10,0.75,400,3,80,3.206349206
931,25,7,13,0,10,0.75,400,3,80,81.76190476
932,25,8,13,0,10,0.75,400,3,80,138.2698413
933,25,9,13,89.77777778,10,0.75,400,3,80,338.6666667
934,25,10,13,303,10,0.75,400,3,80,474.3333333
935,25,11,13,213.2222222,10,0.75,400,3,80,535.650794
936,25,12,13,359.1111111,10,0.75,400,3,80,649.476191
937,25,13,13,258.1111111,10,0.75,400,3,80,795.968254
938,25,14,13,202,10,0.75,400,3,80,635.650793
939,25,15,13,44.88888889,10,0.75,400,3,80,529.4444444
940,25,16,13,67.33333333,10,0.75,400,3,80,379.3492063
941,25,17,13,0,10,0.75,400,3,80,148.4920635
942,25,18,13,0,10,0.75,400,3,80,52.9047619
943,25,19,13,11.22222222,10,0.75,400,3,80,0
944,25,20,7,0,10,0.75,400,3,80,0
945,25,21,7,0,10,0.75,400,3,80,0
946,25,22,7,0,10,0.75,400,3,80,0
947,25,23,7,0,10,0.75,400,3,80,0
948,25,24,7,0,10,0.75,400,3,80,0
949,26,1,7,0,10,0.75,400,3,80,0
950,26,2,7,0,10,0.75,400,3,80,0
951,26,3,7,0,10,0.75,400,3,80,0
952,26,4,7,0,10,0.75,400,3,80,0
953,26,5,7,0,10,0.75,400,3,80,0
954,26,6,7,0,10,0.75,400,3,80,3.206349206
955,26,7,13,0,10,0.75,400,3,80,81.76190476
956,26,8,13,0,10,0.75,400,3,80,138.2698413
957,26,9,13,89.77777778,10,0.75,400,3,80,338.6666667
958,26,10,13,235.6666667,10,0.75,400,3,80,474.3333333
959,26,11,13,404,10,0.75,400,3,80,535.650794
960,26,12,13,538.6666667,10,0.75,400,3,80,649.476191
961,26,13,13,751.8888889,10,0.75,400,3,80,795.968254
962,26,14,13,594.7777778,10,0.75,400,3,80,635.650793
963,26,15,13,280.5555556,10,0.75,400,3,80,529.4444444
964,26,16,13,101,10,0.75,400,3,80,379.3492063
965,26,17,13,22.44444444,10,0.75,400,3,80,148.4920635
966,26,18,13,0,10,0.75,400,3,80,52.9047619
967,26,19,13,0,10,0.75,400,3,80,0
968,26,20,7,0,10,0.75,400,3,80,0
969,26,21,7,0,10,0.75,400,3,80,0
970,26,22,7,0,10,0.75,400,3,80,0
971,26,23,7,0,10,0.75,400,3,80,0
972,26,24,7,0,10,0.75,400,3,80,0
973,27,1,7,0,10,0.75,400,3,80,0
974,27,2,7,0,10,0.75,400,3,80,0
975,27,3,7,0,10,0.75,400,3,80,0
976,27,4,7,0,10,0.75,400,3,80,0
977,27,5,7,0,10,0.75,400,3,80,0
978,27,6,7,0,10,0.75,400,3,80,3.206349206
979,27,7,13,0,10,0.75,400,3,80,81.76190476
980,27,8,13,11.22222222,10,0.75,400,3,80,138.2698413
981,27,9,13,89.77777778,10,0.75,400,3,80,338.6666667
982,27,10,13,246.8888889,10,0.75,400,3,80,474.3333333
983,27,11,13,426.4444444,10,0.75,400,3,80,535.650794
984,27,12,13,448.8888889,10,0.75,400,3,80,649.476191
985,27,13,13,796.7777778,10,0.75,400,3,80,795.968254
986,27,14,13,370.3333333,10,0.75,400,3,80,635.650793
987,27,15,13,370.3333333,10,0.75,400,3,80,529.4444444
988,27,16,13,168.3333333,10,0.75,400,3,80,379.3492063
989,27,17,13,11.22222222,10,0.75,400,3,80,148.4920635
990,27,18,13,0,10,0.75,400,3,80,52.9047619
991,27,19,13,0,10,0.75,400,3,80,0
992,27,20,7,0,10,0.75,400,3,80,0
993,27,21,7,0,10,0.75,400,3,80,0
994,27,22,7,0,10,0.75,400,3,80,0
995,27,23,7,0,10,0.75,400,3,80,0
996,27,24,7,0,10,0.75,400,3,80,0
997,28,1,7,0,10,0.75,400,3,80,0
998,28,2,7,0,10,0.75,400,3,80,0
999,28,3,7,0,10,0.75,400,3,80,0
1000,28,4,7,0,10,0.75,400,3,80,0
1001,28,5,7,0,10,0.75,400,3,80,0
1002,28,6,7,0,10,0.75,400,3,80,3.206349206
1003,28,7,13,0,10,0.75,400,3,80,81.76190476
1004,28,8,13,0,10,0.75,400,3,80,138.2698413
1005,28,9,13,22.44444444,10,0.75,400,3,80,338.6666667
1006,28,10,13,89.77777778,10,0.75,400,3,80,474.3333333
1007,28,11,13,101,10,0.75,400,3,80,535.650794
1008,28,12,13,56.11111111,10,0.75,400,3,80,649.476191
1009,28,13,13,44.88888889,10,0.75,400,3,80,795.968254
1010,28,14,13,101,10,0.75,400,3,80,635.650793
1011,28,15,13,67.33333333,10,0.75,400,3,80,529.4444444
1012,28,16,13,22.44444444,10,0.75,400,3,80,379.3492063
