t,day,DOY,hour,air_temperature,PARi,soil_temperature,humidity,ambient_CO2,Wind,,,
3732,155,141,24,13.5,0,14.02121212,0.9,400,3.3,,,
3733,155,142,1,13.7,0,14.03636364,0.9,400,3.3,,,
3734,155,142,2,13.5,0,14.06363636,0.91,400,3.3,,,
3735,155,142,3,13.2,0,14.10909091,0.93,400,3.3,,,
3736,155,142,4,12,0,14.16969697,0.92,400,3.3,,,
3737,155,142,5,12.1,33.66666667,14.27575758,0.91,400,3.3,,,
3738,155,142,6,11.9,303,14.38181818,0.83,400,3.3,,,
3739,155,142,7,12,482.5555556,14.5,0.83,400,3.3,,,
3740,155,142,8,12.6,673.3333333,14.63939394,0.79,400,3.3,,,
3741,155,142,9,12.9,886.5555556,14.71515152,0.71,400,3.3,,,
3742,155,142,10,13.4,505,14.75757576,0.74,400,3.3,,,
3743,155,142,11,13.4,875.3333333,14.74545455,0.72,400,3.3,,,
3744,156,142,12,14.8,808,14.64545455,0.71,400,3.3,,,
3745,156,142,13,14.6,953.8888889,14.47878788,0.67,400,3.3,,,
3746,156,142,14,15.3,740.6666667,14.23333333,0.67,400,3.3,,,
3747,156,142,15,16.3,1066.111111,13.98181818,0.68,400,3.3,,,
3748,156,142,16,14.1,673.3333333,13.6969697,0.67,400,3.3,,,
3749,156,142,17,13.8,336.6666667,13.41212121,0.68,400,3.3,,,
3750,156,142,18,13,246.8888889,13.12727273,0.74,400,3.3,,,
3751,156,142,19,12.3,44.88888889,12.89090909,0.77,400,3.3,,,
3752,156,142,20,11.9,0,12.65757576,0.83,400,3.3,,,
3753,156,142,21,10.7,0,12.43333333,0.88,400,3.3,,,
3754,156,142,22,10.9,0,12.23030303,0.92,400,3.3,,,
3755,156,142,23,10.3,0,12.06363636,0.91,400,3.3,,,
3756,156,142,24,9.6,0,11.92424242,0.94,400,1.5,,,
3757,156,143,1,9.2,0,11.86060606,0.95,400,1.5,,,
3758,156,143,2,8.5,0,11.84848485,0.95,400,1.5,,,
3759,156,143,3,7.7,0,11.86666667,0.96,400,1.5,,,
3760,156,143,4,7.3,0,11.93030303,0.97,400,1.5,,,
3761,156,143,5,7.6,78.55555556,12.01515152,0.98,400,1.5,,,
3762,156,143,6,8.4,303,12.16666667,0.97,400,1.5,,,
3763,156,143,7,9.6,505,12.34848485,0.96,400,1.5,,,
3764,156,143,8,11.3,695.7777778,12.50606061,0.91,400,1.5,,,
3765,156,143,9,13.1,886.5555556,12.67575758,0.84,400,1.5,,,
3766,156,143,10,14.3,1402.777778,12.82424242,0.76,400,1.5,,,
3767,156,143,11,15.6,1761.888889,12.94848485,0.7,400,1.5,,,
3768,157,143,12,16,1907.777778,13.03030303,0.68,400,1.5,,,
3769,157,143,13,17,1874.111111,13.12424242,0.66,400,1.5,,,
3770,157,143,14,18.1,1829.222222,13.15454545,0.68,400,1.5,,,
3771,157,143,15,17.1,1054.888889,13.17272727,0.64,400,1.5,,,
3772,157,143,16,17.6,909,13.15454545,0.65,400,1.5,,,
3773,157,143,17,17.5,538.6666667,13.08787879,0.7,400,1.5,,,
3774,157,143,18,17,426.4444444,13.07575758,0.7,400,1.5,,,
3775,157,143,19,16.1,101,13.06969697,0.78,400,1.5,,,
3776,157,143,20,16.5,0,13.07272727,0.75,400,1.5,,,
3777,157,143,21,15.8,0,13.09393939,0.83,400,1.5,,,
3778,157,143,22,15.2,0,13.12727273,0.85,400,1.5,,,
3779,157,143,23,14.7,0,13.21818182,0.85,400,1.5,,,
3780,157,143,24,14.1,0,13.32727273,0.88,400,1.1,,,
3781,157,144,1,13.7,0,13.47575758,0.88,400,1.1,,,
3782,157,144,2,13.6,0,13.68181818,0.89,400,1.1,,,
3783,157,144,3,13.1,0,13.93636364,0.93,400,1.1,,,
3784,157,144,4,13,0,14.2,0.94,400,1.1,,,
3785,157,144,5,13,11.22222222,14.49090909,0.95,400,1.1,,,
3786,157,144,6,13.7,67.33333333,14.80606061,0.95,400,1.1,,,
3787,157,144,7,14.5,157.1111111,15.15151515,0.89,400,1.1,,,
3788,157,144,8,15.2,291.7777778,15.48181818,0.84,400,1.1,,,
3789,157,144,9,16.4,493.7777778,15.74848485,0.8,400,1.1,,,
3790,157,144,10,17.6,864.1111111,15.95454545,0.73,400,1.1,,,
3791,157,144,11,17.2,998.7777778,16.07575758,0.72,400,1.1,,,
3792,158,144,12,17.3,538.6666667,16.13333333,0.72,400,1.1,,,
3793,158,144,13,17.7,505,16.13030303,0.7,400,1.1,,,
3794,158,144,14,19,583.5555556,16.06363636,0.67,400,1.1,,,
3795,158,144,15,19.3,1021.222222,15.94242424,0.61,400,1.1,,,
3796,158,144,16,18.4,448.8888889,15.79393939,0.66,400,1.1,,,
3797,158,144,17,18.1,617.2222222,15.65454545,0.7,400,1.1,,,
3798,158,144,18,17.1,202,15.46969697,0.76,400,1.1,,,
3799,158,144,19,16.2,56.11111111,15.28181818,0.84,400,1.1,,,
3800,158,144,20,15.5,11.22222222,15.1,0.84,400,1.1,,,
3801,158,144,21,13.8,0,14.94545455,0.87,400,1.1,,,
3802,158,144,22,13,0,14.77878788,0.93,400,1.1,,,
3803,158,144,23,13.2,0,14.64545455,0.91,400,1.1,,,
3804,158,144,24,12.5,0,14.54242424,0.89,400,1.5,,,
3805,158,145,1,11.5,0,14.48787879,0.94,400,1.5,,,
3806,158,145,2,11.3,0,14.47272727,0.95,400,1.5,,,
3807,158,145,3,11,0,14.5030303,0.97,400,1.5,,,
3808,158,145,4,11,0,14.57272727,0.97,400,1.5,,,
3809,158,145,5,11,22.44444444,14.70606061,0.95,400,1.5,,,
3810,158,145,6,11.4,78.55555556,14.86666667,0.94,400,1.5,,,
3811,158,145,7,11.8,145.8888889,15.01818182,0.93,400,1.5,,,
3812,158,145,8,12.9,280.5555556,15.19393939,0.9,400,1.5,,,
3813,158,145,9,13.6,617.2222222,15.35151515,0.84,400,1.5,,,
3814,158,145,10,14.7,471.3333333,15.47575758,0.84,400,1.5,,,
3815,158,145,11,15.9,1200.777778,15.52727273,0.76,400,1.5,,,
3816,159,145,12,17.5,1997.555556,15.5030303,0.64,400,1.5,,,
3817,159,145,13,18.3,1739.444444,15.46060606,0.6,400,1.5,,,
3818,159,145,14,18,1627.222222,15.30909091,0.54,400,1.5,,,
3819,159,145,15,19.5,1571.111111,15.07878788,0.52,400,1.5,,,
3820,159,145,16,19.7,1301.777778,14.79393939,0.49,400,1.5,,,
3821,159,145,17,19.3,953.8888889,14.46969697,0.47,400,1.5,,,
3822,159,145,18,18.1,583.5555556,14.16363636,0.56,400,1.5,,,
3823,159,145,19,16.8,224.4444444,13.86060606,0.59,400,1.5,,,
3824,159,145,20,15.8,11.22222222,13.5969697,0.62,400,1.5,,,
3825,159,145,21,12.3,0,13.32727273,0.75,400,1.5,,,
3826,159,145,22,10.1,0,13.11515152,0.87,400,1.5,,,
3827,159,145,23,9.6,0,13.04242424,0.86,400,1.5,,,
3828,159,145,24,8.6,0,13.08484848,0.89,400,1.3,,,
3829,159,146,1,8.3,0,13.2,0.89,400,1.3,,,
3830,159,146,2,8.1,0,13.37878788,0.88,400,1.3,,,
3831,159,146,3,8.4,0,13.6030303,0.86,400,1.3,,,
3832,159,146,4,7.3,0,13.85757576,0.87,400,1.3,,,
3833,159,146,5,8.5,89.77777778,14.14848485,0.88,400,1.3,,,
3834,159,146,6,11.4,336.6666667,14.46666667,0.85,400,1.3,,,
3835,159,146,7,14.4,673.3333333,14.81818182,0.79,400,1.3,,,
3836,159,146,8,17,1043.666667,15.15757576,0.67,400,1.3,,,
3837,159,146,9,18.4,1380.333333,15.49090909,0.63,400,1.3,,,
3838,159,146,10,18.9,1627.222222,15.77878788,0.58,400,1.3,,,
3839,159,146,11,19.7,1862.888889,16.00606061,0.57,400,1.3,,,
3840,160,146,12,20.6,1919,16.13636364,0.54,400,1.3,,,
3841,160,146,13,21.5,1862.888889,16.15757576,0.53,400,1.3,,,
3842,160,146,14,22.6,1728.222222,16.07575758,0.46,400,1.3,,,
3843,160,146,15,22.6,1526.222222,15.95151515,0.44,400,1.3,,,
3844,160,146,16,22.8,1223.222222,15.82121212,0.4,400,1.3,,,
3845,160,146,17,22.4,886.5555556,15.68181818,0.45,400,1.3,,,
3846,160,146,18,21.1,505,15.44848485,0.47,400,1.3,,,
3847,160,146,19,19,202,15.18787879,0.54,400,1.3,,,
3848,160,146,20,16.6,22.44444444,14.97272727,0.66,400,1.3,,,
3849,160,146,21,14.8,0,14.77878788,0.7,400,1.3,,,
3850,160,146,22,14.2,0,14.63939394,0.72,400,1.3,,,
3851,160,146,23,13.7,0,14.6969697,0.76,400,1.3,,,
3852,160,146,24,14.9,0,14.92121212,0.69,400,2.3,,,
3853,160,147,1,12,0,15.24242424,0.82,400,2.3,,,
3854,160,147,2,10.7,0,15.63939394,0.88,400,2.3,,,
3855,160,147,3,11,0,16.09090909,0.87,400,2.3,,,
3856,160,147,4,10.4,0,16.5969697,0.91,400,2.3,,,
3857,160,147,5,11.2,89.77777778,17.12121212,0.89,400,2.3,,,
3858,160,147,6,14.2,359.1111111,17.6969697,0.83,400,2.3,,,
3859,160,147,7,17.5,695.7777778,18.25151515,0.76,400,2.3,,,
3860,160,147,8,20.2,1010,18.71818182,0.69,400,2.3,,,
3861,160,147,9,21.7,1223.222222,19.05454545,0.68,400,2.3,,,
3862,160,147,10,23.2,1335.444444,19.27575758,0.67,400,2.3,,,
3863,160,147,11,24.8,1761.888889,19.42727273,0.63,400,2.3,,,
3864,161,147,12,25.7,1885.333333,19.52121212,0.62,400,2.3,,,
3865,161,147,13,26.3,1874.111111,19.56969697,0.59,400,2.3,,,
3866,161,147,14,26.8,1705.777778,19.56666667,0.57,400,2.3,,,
3867,161,147,15,26.8,1167.111111,19.49393939,0.59,400,2.3,,,
3868,161,147,16,25.5,841.6666667,19.35454545,0.59,400,2.3,,,
3869,161,147,17,24.3,370.3333333,19.18181818,0.69,400,2.3,,,
3870,161,147,18,23.4,145.8888889,18.96363636,0.64,400,2.3,,,
3871,161,147,19,22,44.88888889,18.71212121,0.73,400,2.3,,,
3872,161,147,20,21.3,0,18.47575758,0.75,400,2.3,,,
3873,161,147,21,20.5,0,18.2969697,0.78,400,2.3,,,
3874,161,147,22,19.1,0,18.18484848,0.76,400,2.3,,,
3875,161,147,23,18,0,18.2,0.78,400,2.3,,,
3876,161,147,24,16.9,0,18.27575758,0.76,400,1.6,,,
3877,161,148,1,15.6,0,18.43939394,0.79,400,1.6,,,
3878,161,148,2,14.1,0,18.59393939,0.84,400,1.6,,,
3879,161,148,3,13.3,0,18.87272727,0.89,400,1.6,,,
3880,161,148,4,13.1,0,19.21818182,0.92,400,1.6,,,
3881,161,148,5,12.9,67.33333333,19.56363636,0.92,400,1.6,,,
3882,161,148,6,15.3,347.8888889,19.97575758,0.86,400,1.6,,,
3883,161,148,7,16.7,695.7777778,20.37878788,0.8,400,1.6,,,
3884,161,148,8,19.1,1054.888889,20.71212121,0.74,400,1.6,,,
3885,161,148,9,20,1380.333333,20.93030303,0.65,400,1.6,,,
3886,161,148,10,21.2,1660.888889,21.03030303,0.63,400,1.6,,,
3887,161,148,11,22.1,1851.666667,21.06969697,0.59,400,1.6,,,
3888,162,148,12,22.4,1649.666667,20.99393939,0.58,400,1.6,,,
3889,162,148,13,24,1885.333333,20.8,0.57,400,1.6,,,
3890,162,148,14,24.5,1818,20.53939394,0.57,400,1.6,,,
3891,162,148,15,25.2,1571.111111,20.23939394,0.56,400,1.6,,,
3892,162,148,16,24.7,1245.666667,19.93030303,0.51,400,1.6,,,
3893,162,148,17,23.5,886.5555556,19.61515152,0.63,400,1.6,,,
3894,162,148,18,23,527.4444444,19.35757576,0.63,400,1.6,,,
3895,162,148,19,20.7,202,19.16969697,0.68,400,1.6,,,
3896,162,148,20,18.4,22.44444444,18.97575758,0.76,400,1.6,,,
3897,162,148,21,17.1,0,18.81515152,0.82,400,1.6,,,
3898,162,148,22,16.4,0,18.67878788,0.86,400,1.6,,,
3899,162,148,23,16.6,0,18.61515152,0.84,400,1.6,,,
3900,162,148,24,16.4,0,18.66060606,0.86,400,2.1,,,
3901,162,149,1,17,0,18.79090909,0.85,400,2.1,,,
3902,162,149,2,18.1,0,18.99090909,0.87,400,2.1,,,
3903,162,149,3,17,0,19.24848485,0.92,400,2.1,,,
3904,162,149,4,16.7,0,19.57575758,0.95,400,2.1,,,
3905,162,149,5,16.8,67.33333333,19.95454545,0.93,400,2.1,,,
3906,162,149,6,18.4,258.1111111,20.34242424,0.91,400,2.1,,,
3907,162,149,7,20.6,650.8888889,20.72424242,0.82,400,2.1,,,
3908,162,149,8,22.3,1021.222222,21.05757576,0.74,400,2.1,,,
3909,162,149,9,23.5,1346.666667,21.34545455,0.69,400,2.1,,,
3910,162,149,10,24.1,1638.444444,21.55151515,0.64,400,2.1,,,
3911,162,149,11,24.9,1829.222222,21.69393939,0.62,400,2.1,,,
3912,163,149,12,25.8,1862.888889,21.77575758,0.57,400,2.1,,,
3913,163,149,13,25.9,1515,21.77575758,0.59,400,2.1,,,
3914,163,149,14,25.5,1593.555556,21.75757576,0.55,400,2.1,,,
3915,163,149,15,26.3,1458.888889,21.66969697,0.51,400,2.1,,,
3916,163,149,16,26.2,1111,21.50909091,0.54,400,2.1,,,
3917,163,149,17,25.9,852.8888889,21.32424242,0.56,400,2.1,,,
3918,163,149,18,24.7,381.5555556,21.13636364,0.63,400,2.1,,,
3919,163,149,19,23.9,258.1111111,20.96666667,0.65,400,2.1,,,
3920,163,149,20,22.1,33.66666667,20.76666667,0.72,400,2.1,,,
3921,163,149,21,21.8,0,20.60909091,0.73,400,2.1,,,
3922,163,149,22,21.1,0,20.52424242,0.75,400,2.1,,,
3923,163,149,23,19.2,0,20.5030303,0.84,400,2.1,,,
3924,163,149,24,19.1,0,20.51212121,0.89,400,1.6,,,
3925,163,150,1,18.5,0,20.52424242,0.92,400,1.6,,,
3926,163,150,2,17.9,0,20.56969697,0.96,400,1.6,,,
3927,163,150,3,16.4,0,20.66666667,0.97,400,1.6,,,
3928,163,150,4,15.5,0,20.81818182,1,400,1.6,,,
3929,163,150,5,15.6,56.11111111,21.03333333,1,400,1.6,,,
3930,163,150,6,16.4,112.2222222,21.26363636,1,400,1.6,,,
3931,163,150,7,16.7,145.8888889,21.46060606,1,400,1.6,,,
3932,163,150,8,17,280.5555556,21.65151515,0.99,400,1.6,,,
3933,163,150,9,17.9,448.8888889,21.76060606,1,400,1.6,,,
3934,163,150,10,20.2,1481.333333,21.7969697,0.94,400,1.6,,,
3935,163,150,11,23.1,1717,21.77272727,0.79,400,1.6,,,
3936,164,150,12,24.1,1874.111111,21.68484848,0.67,400,1.6,,,
3937,164,150,13,24.3,1279.333333,21.51818182,0.68,400,1.6,,,
3938,164,150,14,23.3,1301.777778,21.26969697,0.66,400,1.6,,,
3939,164,150,15,24.7,1414,21.01212121,0.58,400,1.6,,,
3940,164,150,16,24.2,1256.888889,20.73636364,0.59,400,1.6,,,
3941,164,150,17,23.5,875.3333333,20.40606061,0.62,400,1.6,,,
3942,164,150,18,22.7,538.6666667,20.05151515,0.66,400,1.6,,,
3943,164,150,19,21.2,213.2222222,19.6969697,0.76,400,1.6,,,
3944,164,150,20,19.4,22.44444444,19.35757576,0.83,400,1.6,,,
3945,164,150,21,17.6,0,19.03939394,0.89,400,1.6,,,
3946,164,150,22,17.4,0,18.75757576,0.91,400,1.6,,,
3947,164,150,23,16.4,0,18.5,0.94,400,1.6,,,
3948,164,150,24,15.4,0,18.3,0.98,400,1.6,,,
3949,164,151,1,14.5,0,18.2030303,1,400,1.6,,,
3950,164,151,2,14.2,0,18.16060606,1,400,1.6,,,
3951,164,151,3,13.5,0,18.16060606,1,400,1.6,,,
3952,164,151,4,13.4,0,18.26969697,1,400,1.6,,,
3953,164,151,5,12.8,22.44444444,18.43030303,1,400,1.6,,,
3954,164,151,6,13.3,56.11111111,18.63030303,1,400,1.6,,,
3955,164,151,7,14.5,179.5555556,18.84848485,1,400,1.6,,,
3956,164,151,8,16,437.6666667,19.02121212,0.93,400,1.6,,,
3957,164,151,9,17.7,931.4444444,19.18484848,0.84,400,1.6,,,
3958,164,151,10,18.5,1357.888889,19.31818182,0.76,400,1.6,,,
3959,164,151,11,21.5,1784.333333,19.42121212,0.72,400,1.6,,,
3960,165,151,12,21.7,1784.333333,19.38181818,0.67,400,1.6,,,
3961,165,151,13,22.1,1256.888889,19.20606061,0.66,400,1.6,,,
3962,165,151,14,22.8,1593.555556,18.98787879,0.64,400,1.6,,,
3963,165,151,15,22.1,1133.444444,18.73939394,0.68,400,1.6,,,
3964,165,151,16,22.1,729.4444444,18.4969697,0.65,400,1.6,,,
3965,165,151,17,21.4,460.1111111,18.22424242,0.71,400,1.6,,,
3966,165,151,18,21.3,392.7777778,17.95151515,0.71,400,1.6,,,
3967,165,151,19,18.9,179.5555556,17.6969697,0.76,400,1.6,,,
3968,165,151,20,17.3,11.22222222,17.44545455,0.85,400,1.6,,,
3969,165,151,21,16.9,0,17.21818182,0.86,400,1.6,,,
3970,165,151,22,16.1,0,17.06666667,0.86,400,1.6,,,
3971,165,151,23,15.3,0,16.99393939,0.9,400,1.6,,,
3972,165,151,24,15.7,0,16.97878788,0.9,400,2.2,,,
3973,165,151,1,15.2,0,17.02121212,0.93,400,2.2,,,
3974,165,151,2,15.1,0,17.12727273,0.95,400,2.2,,,
3975,165,151,3,14.4,0,17.33636364,0.96,400,2.2,,,
3976,165,151,4,13.7,0,17.55151515,0.98,400,2.2,,,
3977,165,151,5,14.4,89.77777778,17.84848485,1,400,2.2,,,
3978,165,151,6,15.2,190.7777778,18.18787879,0.98,400,2.2,,,
3979,165,151,7,16.9,448.8888889,18.53636364,0.94,400,2.2,,,
3980,165,151,8,17.8,673.3333333,18.89393939,0.89,400,2.2,,,
3981,165,151,9,18.9,516.2222222,19.16363636,0.85,400,2.2,,,
3982,165,151,10,21.4,1054.888889,19.4,0.8,400,2.2,,,
3983,165,151,11,21.3,998.7777778,19.57575758,0.76,400,2.2,,,
3984,166,151,12,23.3,1414,19.68181818,0.73,400,2.2,,,
3985,166,151,13,24.6,1559.888889,19.65757576,0.7,400,2.2,,,
3986,166,151,14,24.3,1223.222222,19.58787879,0.69,400,2.2,,,
3987,166,151,15,25.1,1212,19.48181818,0.68,400,2.2,,,
3988,166,151,16,23.4,516.2222222,19.34848485,0.76,400,2.2,,,
3989,166,151,17,23.8,415.2222222,19.25757576,0.75,400,2.2,,,
3990,166,151,18,23.5,448.8888889,19.15151515,0.76,400,2.2,,,
3991,166,151,19,22,280.5555556,19.06060606,0.8,400,2.2,,,
3992,166,151,20,20.7,22.44444444,18.97878788,0.86,400,2.2,,,
3993,166,151,21,19.4,0,18.98787879,0.87,400,2.2,,,
3994,166,151,22,18.6,0,19.04545455,0.89,400,2.2,,,
3995,166,151,23,18.4,0,19.12121212,0.91,400,2.2,,,
3996,166,151,24,19.1,0,19.24545455,0.89,400,4.4,,,
3997,166,152,1,18.6,0,19.42121212,0.91,400,4.4,,,
3998,166,152,2,18.4,0,19.57272727,0.95,400,4.4,,,
3999,166,152,3,18.6,0,19.71515152,0.98,400,4.4,,,
4000,166,152,4,19.2,0,19.90909091,0.96,400,4.4,,,
4001,166,152,5,19.2,44.88888889,20.15757576,0.95,400,4.4,,,
4002,166,152,6,19.4,202,20.4030303,0.88,400,4.4,,,
4003,166,152,7,20.2,381.5555556,20.55151515,0.85,400,4.4,,,
4004,166,152,8,21.1,976.3333333,20.67878788,0.8,400,4.4,,,
4005,166,152,9,20.7,1144.666667,20.73030303,0.77,400,4.4,,,
4006,166,152,10,19.9,628.4444444,20.75151515,0.77,400,4.4,,,
4007,166,152,11,21.5,1761.888889,20.72424242,0.66,400,4.4,,,
4008,167,152,12,22.6,1559.888889,20.58787879,0.6,400,4.4,,,
4009,167,152,13,21.8,1414,20.43333333,0.56,400,4.4,,,
4010,167,152,14,19.3,538.6666667,20.18484848,0.67,400,4.4,,,
4011,167,152,15,19.4,650.8888889,19.86060606,0.69,400,4.4,,,
4012,167,152,16,18.6,920.2222222,19.50606061,0.67,400,4.4,,,
4013,167,152,17,18.5,303,19.11212121,0.76,400,4.4,,,
4014,167,152,18,18,448.8888889,18.74848485,0.7,400,4.4,,,
4015,167,152,19,16.9,213.2222222,18.36060606,0.7,400,4.4,,,
4016,167,152,20,16.2,33.66666667,17.96666667,0.76,400,4.4,,,
4017,167,152,21,15.1,0,17.6,0.75,400,4.4,,,
4018,167,152,22,13.9,0,17.29393939,0.78,400,4.4,,,
4019,167,152,23,12.6,0,17.06969697,0.8,400,4.4,,,
4020,167,152,24,12.1,0,16.93939394,0.81,400,4,,,
4021,167,153,1,11.4,0,16.87878788,0.84,400,4,,,
4022,167,153,2,11,0,16.8,0.87,400,4,,,
4023,167,153,3,10.5,0,16.77878788,0.9,400,4,,,
4024,167,153,4,9.9,0,16.75757576,0.93,400,4,,,
4025,167,153,5,10.6,89.77777778,16.59090909,0.95,400,4,,,
4026,167,153,6,12,246.8888889,16.48787879,0.94,400,4,,,
4027,167,153,7,14.3,617.2222222,16.49090909,0.86,400,4,,,
4028,167,153,8,16.4,1054.888889,16.49090909,0.77,400,4,,,
4029,167,153,9,16.5,718.2222222,16.44242424,0.69,400,4,,,
4030,167,153,10,17.9,808,16.26969697,0.67,400,4,,,
4031,167,153,11,17.7,471.3333333,16.05757576,0.67,400,4,,,
4032,168,153,12,13.1,448.8888889,15.88484848,0.93,400,4,,,
4033,168,153,13,15.8,1346.666667,15.66363636,0.96,400,4,,,
4034,168,153,14,19.3,1638.444444,15.39090909,0.8,400,4,,,
4035,168,153,15,19.4,1066.111111,15.14848485,0.65,400,4,,,
4036,168,153,16,18.6,751.8888889,14.99090909,0.6,400,4,,,
4037,168,153,17,15.4,437.6666667,14.8030303,0.69,400,4,,,
4038,168,153,18,13.7,134.6666667,14.64242424,0.84,400,4,,,
4039,168,153,19,14.2,246.8888889,14.47575758,0.85,400,4,,,
4040,168,153,20,14.2,11.22222222,14.31515152,0.86,400,4,,,
4041,168,153,21,13.6,0,14.18181818,0.88,400,4,,,
4042,168,153,22,13.8,0,14.06969697,0.89,400,4,,,
4043,168,153,23,14.1,0,14.00606061,0.86,400,4,,,
4044,168,153,24,13.2,0,14.00606061,0.91,400,4.2,,,
4045,168,154,1,13.3,0,14.03636364,0.9,400,4.2,,,
4046,168,154,2,13,0,14.11212121,0.89,400,4.2,,,
4047,168,154,3,12.7,0,14.22121212,0.88,400,4.2,,,
4048,168,154,4,12.5,0,14.36060606,0.89,400,4.2,,,
4049,168,154,5,12.5,56.11111111,14.52727273,0.89,400,4.2,,,
4050,168,154,6,13,370.3333333,14.68181818,0.84,400,4.2,,,
4051,168,154,7,13.9,549.8888889,14.83939394,0.83,400,4.2,,,
4052,168,154,8,13.6,404,14.96060606,0.85,400,4.2,,,
4053,168,154,9,14.6,347.8888889,14.9969697,0.82,400,4.2,,,
4054,168,154,10,15,538.6666667,14.92727273,0.8,400,4.2,,,
4055,168,154,11,15.6,460.1111111,14.85454545,0.79,400,4.2,,,
4056,169,154,12,16,852.8888889,14.73333333,0.8,400,4.2,,,
4057,169,154,13,15,415.2222222,14.61212121,0.87,400,4.2,,,
4058,169,154,14,15.8,561.1111111,14.62727273,0.87,400,4.2,,,
4059,169,154,15,16,460.1111111,14.54848485,0.84,400,4.2,,,
4060,169,154,16,15.5,280.5555556,14.33636364,0.85,400,4.2,,,
4061,169,154,17,14.1,56.11111111,14.11515152,0.96,400,4.2,,,
4062,169,154,18,14.1,67.33333333,13.9030303,0.99,400,4.2,,,
4063,169,154,19,13.9,33.66666667,13.76363636,1,400,4.2,,,
4064,169,154,20,13.7,0,13.64848485,1,400,4.2,,,
4065,169,154,21,13.6,0,13.5030303,0.99,400,4.2,,,
4066,169,154,22,13.2,0,13.37272727,0.98,400,4.2,,,
4067,169,154,23,12.3,0,13.27575758,0.96,400,4.2,,,
4068,169,154,24,12.1,0,13.18787879,0.96,400,4.3,,,
4069,169,155,1,11.6,0,13.10909091,0.97,400,4.3,,,
4070,169,155,2,10.8,0,13.11515152,0.94,400,4.3,,,
4071,169,155,3,9.9,0,13.13030303,0.95,400,4.3,,,
4072,169,155,4,9.4,0,13.16969697,0.95,400,4.3,,,
4073,169,155,5,9.9,22.44444444,13.18484848,0.94,400,4.3,,,
4074,169,155,6,10.4,44.88888889,13.23939394,0.95,400,4.3,,,
4075,169,155,7,10.9,157.1111111,13.34242424,0.95,400,4.3,,,
4076,169,155,8,11.5,246.8888889,13.45757576,0.93,400,4.3,,,
4077,169,155,9,13.4,1088.555556,13.54242424,0.86,400,4.3,,,
4078,169,155,10,13.8,1391.555556,13.61818182,0.79,400,4.3,,,
4079,169,155,11,14.3,1200.777778,13.63636364,0.79,400,4.3,,,
4080,170,155,12,13.2,1032.444444,13.63939394,0.87,400,4.3,,,
4081,170,155,13,14.3,796.7777778,13.59393939,0.89,400,4.3,,,
4082,170,155,14,15.9,1739.444444,13.51515152,0.74,400,4.3,,,
4083,170,155,15,16.8,1245.666667,13.42727273,0.69,400,4.3,,,
4084,170,155,16,16.7,953.8888889,13.29393939,0.76,400,4.3,,,
4085,170,155,17,16.1,774.3333333,13.13333333,0.64,400,4.3,,,
4086,170,155,18,15.2,493.7777778,13,0.75,400,4.3,,,
4087,170,155,19,15.1,157.1111111,12.90606061,0.67,400,4.3,,,
4088,170,155,20,14.1,22.44444444,12.82424242,0.66,400,4.3,,,
4089,170,155,21,13.4,0,12.75454545,0.72,400,4.3,,,
4090,170,155,22,12.1,0,12.67272727,0.8,400,4.3,,,
4091,170,155,23,11.4,0,12.62121212,0.82,400,4.3,,,
4092,170,155,24,10.7,0,12.58787879,0.88,400,3.9,,,
4093,170,156,1,11.1,0,12.62424242,0.9,400,3.9,,,
4094,170,156,2,11,0,12.66363636,0.88,400,3.9,,,
4095,170,156,3,11.4,0,12.74545455,0.87,400,3.9,,,
4096,170,156,4,11.6,0,12.87575758,0.85,400,3.9,,,
4097,170,156,5,11,22.44444444,13.04848485,0.84,400,3.9,,,
4098,170,156,6,11.9,179.5555556,13.24545455,0.85,400,3.9,,,
4099,170,156,7,12.1,639.6666667,13.45151515,0.78,400,3.9,,,
4100,170,156,8,13.5,830.4444444,13.67878788,0.76,400,3.9,,,
4101,170,156,9,13.4,1189.555556,13.89393939,0.7,400,3.9,,,
4102,170,156,10,14.3,729.4444444,14.04242424,0.71,400,3.9,,,
4103,170,156,11,15.1,1032.444444,14.10909091,0.68,400,3.9,,,
4104,171,156,12,15.6,1256.888889,14.11212121,0.67,400,3.9,,,
4105,171,156,13,15.9,1537.444444,14.07575758,0.63,400,3.9,,,
4106,171,156,14,16.7,1133.444444,14.07575758,0.62,400,3.9,,,
4107,171,156,15,17.9,1189.555556,14.04545455,0.59,400,3.9,,,
4108,171,156,16,18,1054.888889,13.95151515,0.56,400,3.9,,,
4109,171,156,17,16.4,662.1111111,13.82424242,0.59,400,3.9,,,
4110,171,156,18,15.6,202,13.67272727,0.64,400,3.9,,,
4111,171,156,19,13.9,101,13.53030303,0.74,400,3.9,,,
4112,171,156,20,13.1,11.22222222,13.43030303,0.8,400,3.9,,,
4113,171,156,21,13.2,0,13.31818182,0.83,400,3.9,,,
4114,171,156,22,13.3,0,13.23636364,0.78,400,3.9,,,
4115,171,156,23,12.8,0,13.21515152,0.79,400,3.9,,,
4116,171,156,24,12.6,0,13.29393939,0.77,400,2.7,,,
4117,171,157,1,11.7,0,13.41212121,0.83,400,2.7,,,
4118,171,157,2,11.4,0,13.48484848,0.85,400,2.7,,,
4119,171,157,3,11.9,0,13.63333333,0.84,400,2.7,,,
4120,171,157,4,11.4,0,13.81818182,0.87,400,2.7,,,
